lambdamic,fluxJy,efluxJy
10.29788,0.6163258054614292,0.022493088882777332
10.35837,0.6337126502404903,0.01091506840100783
10.41885,0.6452022863727239,0.00841918962654696
10.47933,0.6566949907716833,0.009848711488098308
10.53982,0.6944080798530418,0.00874613868003337
10.6003,0.8025859598016337,0.02791340119103818
10.66079,0.8134987617894326,0.00829545198476595
10.72127,0.7286182310892073,0.02042274687639262
10.78175,0.7288892613166456,0.009102261649061643
10.84224,0.7433336383057443,0.009788351662839279
10.90272,0.7512518119692438,0.01071386898347773
10.9632,0.7636629508747675,0.009808471604592289
11.02369,0.7766325143243719,0.015720716488714225
11.08417,0.7821840315867686,0.019006302976980728
11.14465,0.7917498644819778,0.009583128256958577
11.20514,0.8066462994353322,0.010052928896891357
11.26562,0.8314563041794771,0.010566993408680758
11.32611,0.8701798757691717,0.029158825585549487
11.38659,0.8894271129395922,0.027763507624978256
11.44707,0.9038285341945309,0.010332596087258195
11.50756,0.9211908328397862,0.01866627596135486
11.56804,0.9376408335119284,0.015866586066423546
11.62852,0.9497205996110749,0.02290152370036343
11.68901,0.9685045285059122,0.023809939070511824
11.74949,0.9764983860819793,0.010808432709716877
11.80997,0.9865888925872861,0.012276182460598943
11.87046,0.9948241204791096,0.015730776459590732
11.93094,1.0207243826664592,0.02781783146771138
11.99143,1.0372510900067442,0.007173765232035652
12.05191,1.0559900176562709,0.00969076994533718
12.11239,1.0691416315982676,0.027004985820889782
12.17288,1.082281995228937,0.015603014829459116
12.23336,1.0943546020390567,0.012139366856678475
12.29384,1.1130505739544236,0.01378618408916233
12.35433,1.136393947203676,0.029318779122485913
12.41481,1.1554478835703763,0.023571517760738656
12.47529,1.159732206675052,0.015289143738112163
12.53578,1.1607212113163077,0.02321137080335978
12.59626,1.1761545929466626,0.03601972572332583
12.65675,1.186992733777469,0.02650399927123984
12.71723,1.2000880961628277,0.030899200547184834
12.77771,1.2158201224211522,0.03384174202856252
12.8382,1.2310929314261945,0.016231763009240674
12.89868,1.2816119430651192,0.027491888411312622
12.95916,1.3433178551860068,0.03076741492870262
13.01965,1.301806251898211,0.02491150588148911
13.08013,1.257930037720463,0.017770938553345925
13.14061,1.2668392615363688,0.030574263487873725
13.2011,1.2823871917911502,0.01630922478498976
13.26158,1.2993311834061327,0.02716292736365091
13.32206,1.2968039543797176,0.027762501627890603
13.38255,1.29377455236586,0.013466277015289475
13.44303,1.299949950529152,0.017354455759058623
13.50352,1.3118711895141368,0.01626697290730844
13.564,1.328842795529651,0.03521895204155604
13.62448,1.338189758731759,0.01603659957423648
13.68497,1.3604081008482487,0.01636857861316114
13.74545,1.3694850565784937,0.015955113810136787
13.80593,1.381218108537634,0.013346563361859064
13.86642,1.3865210961952477,0.014487364059254723
13.9269,1.405357185624422,0.01651042420251986
13.98738,1.4164049913481527,0.017251844056118272
14.06935,1.4530826651818995,0.013823
14.15403,1.4859359873431335,0.009733
14.23871,1.4906756496645222,0.013422
14.32338,1.4798645022759236,0.023766
14.40806,1.589165466705886,0.012425
14.49274,1.6669713648436357,0.025717
14.57741,1.5985004258296507,0.011068
14.66209,1.5657863858945065,0.025059
14.74677,1.6052815385889088,0.011651
14.83145,1.6088805099783803,0.016824
14.91612,1.636299792004946,0.01122
15.0008,1.6512680563459594,0.024137
15.08548,1.6748525021914273,0.023016
15.17015,1.6929378417528134,0.020911
15.25483,1.7015072569623768,0.019608
15.33951,1.7060171544436467,0.009775
15.42418,1.7314305690828036,0.008799
15.50886,1.7613457479345538,0.009238
15.59354,1.797034530888227,0.040331
15.67821,1.9902443949392716,0.01325
15.76289,2.1887866332665245,0.01394
15.84757,1.8933019322636633,0.016622
15.93224,1.8176422003979968,0.013739
16.01692,1.8270818753559745,0.013303
16.101601,1.8304114322205278,0.008776
16.186279,1.8757889714854052,0.029418
16.27095,1.870068233629881,0.012914
16.355631,1.8522055422985215,0.010071
16.44031,1.8822376368875005,0.030877
16.524981,1.9156836710035536,0.031668
16.609659,1.9379871270324303,0.043432
16.69434,1.9496004180442756,0.013826
16.779011,1.9413451503373524,0.01519
16.863689,1.9645961321670729,0.013791
16.94837,1.9879426799037454,0.017345
17.033039,2.0077878554750677,0.062763
17.11772,2.0420827995092594,0.015637
17.2024,2.0985917336168827,0.022612
17.287069,2.116981054095063,0.011577
17.37175,2.1007429831818887,0.016346
17.45643,2.1079307593749856,0.01426
17.541109,2.114928420412763,0.015068
17.62578,2.1190519876318863,0.015657
17.710461,2.1307964276011444,0.074492
17.795139,2.1298458518245464,0.02493
17.87981,2.143199662333221,0.019378
17.964491,2.172482479545352,0.043368
18.04917,2.2003897576925238,0.023005
18.133841,2.220837811804512,0.042903
18.218519,2.2396236291306852,0.012991
18.3032,2.219968568714682,0.023226
18.387871,2.2610497088010546,0.027531
18.472549,2.2893697503335733,0.022923
18.55723,2.2940789128974237,0.118382
18.641899,2.292570191557883,0.023427
18.72658,2.2900448116337455,0.019735
18.81126,2.3530156277050636,0.028306
18.895941,2.5088592221378514,0.077179
18.98061,2.536389319950138,0.027022
19.06529,2.3823685943595323,0.029712
19.149969,2.365945491583961,0.041814
19.23464,2.37520623463105,0.045087
19.319321,2.3718370280816976,0.026938
19.403999,2.3620039062514806,0.016929
19.48867,2.3582961523934576,0.04284
19.573351,2.434954242989198,0.031043
19.65803,2.4447843148436608,0.032936
19.742701,2.4352866903463606,0.04201
19.827379,2.42356156689021,0.021541
19.91206,2.468084096285442,0.042293
19.91206,2.567397406780329,0.068298
19.996731,2.52546329014148,0.027573
20.081409,2.5227528783549458,0.021645
20.081409,2.6172828102093066,0.104293
20.16609,2.533885289856277,0.019737
20.250771,2.530297501711236,0.019174
20.250771,2.55670114181179,0.038257
20.33544,2.5528053061156166,0.027256
20.42012,2.5544604262913397,0.032457
20.42012,2.5625652285277423,0.030561
20.504801,2.580190021750306,0.025202
20.58947,2.6001236466184885,0.020439
20.58947,2.549129068673716,0.053405
20.758829,2.601207404669668,0.037915
20.758829,2.6322886909179504,0.027444
20.928181,2.6354250826514307,0.028943
20.928181,2.635608081196658,0.041843
21.09753,2.642198062142012,0.025896
21.09753,2.694647478521342,0.044818
21.26689,2.7235866651318794,0.037154
21.26689,2.7355344368180567,0.067275
21.436239,2.7303657445739686,0.014499
21.436239,2.7493172772494305,0.020756
21.6056,2.754148438843433,0.022288
21.77495,2.787655472474562,0.020485
21.9443,2.8086057559273407,0.027355
22.113661,2.8387883159868395,0.023774
22.28301,2.90096105506925,0.054106
22.45236,2.9367820036389207,0.037077
22.621719,2.9700714723329464,0.138589
22.791071,2.997015974800506,0.145368
22.96043,3.073407700847082,0.014341
23.12978,3.095248577219967,0.02478
23.299129,3.0799610820833907,0.044132
23.468491,3.1061105575377956,0.031625
23.63784,3.1497333440856594,0.030305
23.80719,3.1824972002914484,0.042092
23.976549,3.2297443746933987,0.047687
24.145901,3.2448529379190862,0.019452
24.31526,3.272659566866383,0.037722
24.48461,3.328986519087364,0.031752
24.653959,3.410590653697166,0.029992
24.82332,3.2923390270884165,0.028864
24.99267,3.329934044888208,0.027926
25.16202,3.346364264273871,0.021532
25.331381,3.3227452520365266,0.028969
25.500731,3.3409983402643713,0.027043
25.67009,3.3907637779803665,0.02127
25.839439,3.4192505515207587,0.021281
26.008789,3.6803071262148466,0.025752
26.17815,4.094303718424114,0.027593
26.3475,3.6678215421374176,0.02356
26.51685,3.4715983020416292,0.026447
26.686211,3.542743053133103,0.016473
26.85556,3.5934824497731417,0.017675
27.02492,3.5744343345321425,0.024901
27.194269,3.568181884236875,0.021178
27.363621,3.6575929401177927,0.02393
27.53298,3.6982216671340202,0.095607
27.70233,3.7038204059593927,0.030245
27.871679,3.70690088147072,0.058954
28.04104,3.700803979938895,0.017656
28.21039,3.7414245736864458,0.077499
28.379749,3.741222258628111,0.022879
28.549101,3.7692403525610043,0.027757
28.718451,3.7674845831854062,0.064186
28.88781,3.786704513727202,0.021811
29.057159,3.8067987706517505,0.036531
29.226509,3.76422517576319,0.034429
29.39587,3.7864350992022837,0.040289
29.56522,3.7875239405463863,0.039811
29.734579,3.8160493471129935,0.021088
29.903931,3.8633514210785114,0.025497
30.07328,3.866088265988245,0.057306
30.24264,3.845276248102971,0.019067
30.411989,3.853256001333469,0.035152
30.581341,3.882974965078392,0.066092
30.7507,3.9085764615556995,0.031234
30.92005,3.9150119103961947,0.034559
31.089411,3.922926597477278,0.043138
31.25876,3.957505189256572,0.028811
31.42811,3.9885681756503315,0.030495
31.597469,3.994503428467205,0.029886
31.766821,4.039813868265499,0.170456
31.936171,4.039429571320522,0.050128
32.10553,4.070507807593049,0.023651
32.274879,4.089552872858295,0.023866
32.444241,4.162220578509495,0.035375
32.61359,4.221841504544567,0.031929
32.78294,4.227753374213996,0.024856
32.952301,4.27925018149956,0.055155
33.121651,4.2826204047074965,0.059396
33.291,4.404108055591016,0.161907
33.460361,4.458811404052397,0.081107
33.629711,4.469380586697861,0.192316
33.799068,4.693245757050242,0.046725
33.968418,4.837149713065529,0.162069
34.137772,4.537165281167244,0.052005
34.307129,4.620234420797449,0.086172
34.476479,4.587031368083115,0.166698
34.645828,4.5279990873685225,0.057769
34.815189,4.479689504745669,0.037415
34.984539,4.658806447497038,0.105706
35.1539,4.92644181989205,0.12331
35.32325,4.756938400716625,0.091542
35.492599,4.656461016142374,0.120573
35.661961,4.698553731520421,0.12621
35.83131,4.446964281566094,0.085509
36.00066,4.517024257947805,0.125758
36.170021,4.580736218127293,0.364428
36.339371,4.555191654530724,0.054359
36.508732,4.338218412723322,0.08758
36.678082,4.488924831328144,0.060927
36.847431,4.454097158195624,0.061281
37.016788,4.483274242914956,0.090952
37.186138,4.845128449637442,0.14201
37.355492,4.491002881475058,0.288281
