CTP_NAME,BAT_NAME,RA_DEG,DEC_DEG,z,m1_f_psf,m1_df_psf,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,F70mJy,eF70mJy,sourceType_F70,F100mJy,eF100mJy,sourceType_F100,F160mJy,eF160mJy,sourceType_F160,F250mJy,eF250mJy,sourceType_F250,F350mJy,eF350mJy,sourceType_F350,F500mJy,eF500mJy,sourceType_F500
IC5063,SWIFT J2052.0-5704,313.015918,-57.068835,0.011000000000000001,3075000.0,452.2,9.209,0.022000000000000002,7.906000000000001,0.02,3.89,0.016,1.101,0.011000000000000001,4350.876,98.46799999999999,P.S.,3675.552977817696,117.40588439626053,Ext.,3630.354823738838,127.9430506233505,Ext.,2082.2280277389227,72.8224190886595,Ext.,1013.0177519821727,41.92952214535588,Ext.,365.302743297961,36.010434693070856,Ext.
